26,Merchant,1339,Seasonal,4.1,14,289,0.35,0.17,5,0.31,0,Not Eligible
27,Driver,1437,Stable,4.7,45,427,0.6,0.39,14,0.06,1,Eligible
28,Merchant,1186,Variable,4.7,40,264,0.44,0.35,9,0.2,1,Eligible
29,Driver,1163,Variable,4.3,25,366,0.46,0.4,7,0.06,0,Not Eligible
30,Merchant,1558,Stable,4.5,26,463,0.62,0.34,14,0.15,1,Eligible
31,Merchant,1635,Stable,4.7,25,449,0.61,0.14,12,0.23,1,Eligible
32,Merchant,1288,Seasonal,4.8,42,385,0.66,0.43,11,0.15,1,Eligible
33,Merchant,1434,Stable,4.6,31,435,0.49,0.13,11,0.0,1,Eligible
34,Driver,1542,Stable,3.9,5,401,0.46,0.35,8,0.32,0,Not Eligible
35,Merchant,1637,Variable,4.7,40,431,0.67,0.1,15,0.09,1,Eligible
36,Driver,1491,Stable,4.1,7,353,0.37,0.31,5,0.09,0,Not Eligible
37,Driver,1963,Variable,3.9,1,461,0.39,0.15,7,0.41,0,Not Eligible
38,Driver,1770,Seasonal,4.5,22,510,0.56,0.21,11,0.22,1,Eligible
39,Driver,2206,Stable,4.1,20,465,0.57,0.1,10,0.35,0,Not Eligible
40,Driver,2009,Stable,4.8,17,415,0.67,0.1,14,0.08,1,Eligible
41,Driver,1610,Stable,4.9,36,375,0.63,0.34,14,0.08,1,Eligible
42,Merchant,1143,Stable,4.8,33,281,0.39,0.47,6,0.21,0,Not Eligible
43,Driver,1594,Stable,4.3,16,348,0.41,0.28,7,0.28,0,Not Eligible
44,Merchant,1541,Variable,4.4,36,446,0.56,0.11,11,0.07,1,Eligible
45,Driver,1232,Stable,5.0,45,321,0.52,0.4,10,0.0,1,Eligible
46,Driver,1580,Stable,3.9,5,358,0.45,0.1,8,0.3,0,Not Eligible
47,Merchant,1769,Seasonal,4.7,45,429,0.77,0.1,15,0.26,1,Eligible
48,Merchant,1362,Seasonal,4.5,36,308,0.46,0.24,8,0.15,0,Not Eligible
49,Merchant,1602,Variable,4.3,11,332,0.37,0.19,8,0.07,0,Not Eligible
50,Merchant,1713,Seasonal,4.8,45,456,0.65,0.2,12,0.04,1,Eligible
51,Driver,1546,Variable,4.6,28,349,0.45,0.37,8,0.06,1,Eligible
52,Driver,2162,Seasonal,4.6,12,455,0.65,0.1,15,0.14,1,Eligible
53,Driver,2207,Stable,4.9,34,413,0.74,0.1,15,0.11,1,Eligible
54,Merchant,1424,Stable,4.7,45,386,0.7,0.19,14,0.05,1,Eligible
55,Driver,1269,Stable,4.9,43,294,0.57,0.31,12,0.0,1,Eligible
56,Driver,1206,Stable,4.5,7,280,0.4,0.42,8,0.13,0,Not Eligible
57,Driver,1226,Stable,4.2,10,277,0.39,0.45,8,0.31,0,Not Eligible
58,Driver,1899,Stable,4.2,21,387,0.53,0.1,9,0.22,0,Not Eligible
59,Merchant,1273,Seasonal,4.7,41,342,0.62,0.42,14,0.12,1,Eligible
60,Driver,1751,Stable,4.7,46,375,0.72,0.12,14,0.25,1,Eligible
61,Merchant,1294,Stable,4.6,16,297,0.47,0.47,10,0.13,0,Not Eligible
62,Driver,1755,Stable,4.3,22,366,0.63,0.2,14,0.34,0,Not Eligible
63,Driver,1444,Seasonal,4.6,40,404,0.65,0.4,15,0.14,1,Eligible
64,Driver,2374,Stable,4.2,30,666,0.66,0.1,12,0.07,1,Eligible
65,Merchant,1354,Stable,4.4,30,402,0.6,0.35,10,0.18,1,Eligible
66,Driver,2047,Stable,4.5,29,502,0.58,0.1,10,0.25,1,Eligible
67,Driver,1937,Stable,4.4,2,491,0.45,0.1,11,0.23,0,Not Eligible
68,Driver,1688,Stable,4.6,22,348,0.48,0.16,11,0.12,1,Eligible
69,Driver,1879,Stable,4.1,29,421,0.55,0.11,11,0.37,0,Not Eligible
70,Driver,2056,Stable,5.0,47,561,0.84,0.1,15,0.17,1,Eligible
71,Driver,2321,Variable,4.4,21,497,0.7,0.1,13,0.14,1,Eligible
72,Driver,1631,Stable,4.7,35,328,0.65,0.29,13,0.02,1,Eligible
73,Driver,1276,Seasonal,5.0,42,388,0.48,0.35,11,0.04,1,Eligible
74,Driver,1955,Seasonal,4.6,33,447,0.61,0.18,13,0.24,1,Eligible
75,Driver,1790,Stable,4.1,2,511,0.37,0.16,5,0.28,0,Not Eligible
76,Driver,2191,Variable,4.6,27,557,0.67,0.11,11,0.28,1,Eligible
77,Merchant,1016,Variable,4.7,28,292,0.38,0.37,7,0.0,1,Not Eligible
78,Merchant,943,Stable,4.6,26,266,0.42,0.37,7,0.23,0,Not Eligible
79,Driver,1254,Seasonal,4.5,35,344,0.5,0.23,10,0.29,0,Not Eligible
80,Driver,1149,Variable,4.6,37,314,0.41,0.34,10,0.1,1,Eligible
81,Driver,1666,Variable,3.9,2,490,0.35,0.1,7,0.34,0,Not Eligible
82,Driver,1846,Stable,4.5,37,444,0.58,0.14,13,0.24,1,Eligible
83,Driver,1110,Variable,4.9,47,299,0.59,0.34,9,0.18,1,Eligible
84,Driver,1547,Variable,4.5,31,310,0.55,0.38,9,0.29,0,Not Eligible
85,Driver,2386,Variable,4.2,16,528,0.61,0.1,11,0.25,0,Not Eligible
86,Driver,1330,Variable,3.9,3,352,0.37,0.29,6,0.42,0,Not Eligible
87,Driver,2032,Seasonal,4.3,17,435,0.67,0.1,13,0.27,1,Eligible
88,Driver,1433,Stable,4.7,43,302,0.65,0.41,13,0.19,1,Eligible
89,Merchant,1094,Variable,4.9,44,310,0.55,0.53,11,0.0,1,Eligible
90,Driver,2445,Stable,4.8,22,467,0.72,0.1,15,0.22,1,Eligible
91,Driver,1937,Stable,4.2,15,460,0.51,0.1,10,0.21,0,Not Eligible
92,Driver,1804,Variable,4.6,40,391,0.7,0.26,14,0.16,1,Eligible
93,Driver,2459,Stable,4.9,42,465,0.81,0.1,15,0.07,1,Eligible
94,Driver,1647,Seasonal,4.5,20,447,0.48,0.2,11,0.17,0,Not Eligible
95,Merchant,1165,Stable,4.1,10,349,0.25,0.27,3,0.21,0,Not Eligible
96,Merchant,1130,Seasonal,4.0,11,296,0.32,0.43,4,0.16,0,Not Eligible
97,Merchant,938,Stable,4.0,14,235,0.24,0.58,2,0.24,0,Not Eligible
98,Merchant,1777,Seasonal,4.8,34,506,0.72,0.21,12,0.0,1,Eligible
99,Driver,1638,Seasonal,4.5,16,368,0.53,0.28,10,0.22,0,Not Eligible
100,Driver,1398,Variable,4.9,45,382,0.63,0.31,12,0.17,1,Eligible
101,Driver,1279,Stable,4.1,22,367,0.46,0.41,8,0.17,0,Not Eligible
102,Driver,1156,Seasonal,4.8,42,301,0.54,0.52,10,0.03,1,Eligible
103,Driver,2434,Variable,4.9,25,463,0.67,0.1,12,0.0,1,Eligible
104,Merchant,1380,Seasonal,4.2,3,413,0.36,0.35,6,0.11,0,Not Eligible
105,Driver,1833,Stable,4.9,40,520,0.77,0.1,15,0.09,1,Eligible
106,Merchant,1424,Stable,4.2,11,397,0.33,0.3,7,0.29,0,Not Eligible
107,Driver,1583,Stable,4.4,26,351,0.55,0.13,13,0.11,1,Eligible
108,Merchant,1731,Stable,3.8,3,479,0.53,0.24,10,0.3,0,Not Eligible
109,Driver,1020,Stable,4.6,30,263,0.42,0.55,8,0.01,0,Not Eligible
110,Merchant,1228,Stable,4.6,37,318,0.54,0.35,9,0.15,1,Eligible
111,Driver,1323,Stable,4.3,21,325,0.51,0.17,10,0.05,0,Not Eligible
112,Merchant,1356,Variable,5.0,38,397,0.51,0.43,12,0.0,1,Eligible
113,Driver,1847,Stable,3.9,21,417,0.63,0.1,13,0.4,0,Not Eligible
114,Driver,1703,Stable,4.0,13,355,0.53,0.25,10,0.23,0,Not Eligible
115,Driver,2101,Stable,4.9,47,559,0.76,0.1,15,0.09,1,Eligible
116,Driver,1700,Stable,4.7,17,457,0.57,0.15,12,0.05,1,Eligible
117,Merchant,1541,Stable,4.1,6,460,0.37,0.16,9,0.12,0,Not Eligible
118,Driver,1880,Stable,5.0,44,392,0.65,0.21,15,0.18,1,Eligible
119,Merchant,1835,Stable,3.8,3,405,0.47,0.12,7,0.25,0,Not Eligible
120,Merchant,1213,Stable,4.3,7,281,0.37,0.46,6,0.3,0,Not Eligible
121,Driver,2190,Variable,4.7,40,407,0.86,0.1,15,0.12,1,Eligible
122,Merchant,1139,Stable,5.0,38,334,0.45,0.49,9,0.12,1,Eligible
123,Merchant,1219,Stable,4.6,23,301,0.5,0.25,11,0.0,1,Eligible
124,Driver,2060,Stable,4.5,20,403,0.56,0.1,11,0.19,1,Eligible
125,Driver,2407,Stable,4.4,18,565,0.78,0.1,15,0.27,1,Eligible
126,Driver,1631,Stable,5.0,40,413,0.62,0.11,11,0.0,1,Eligible
127,Driver,2298,Variable,4.1,10,445,0.63,0.1,14,0.37,0,Not Eligible
128,Driver,1032,Stable,4.4,1,266,0.34,0.36,7,0.2,0,Not Eligible
129,Driver,2219,Stable,5.0,43,414,0.71,0.1,15,0.14,1,Eligible
130,Driver,1277,Stable,4.7,39,292,0.63,0.3,12,0.04,1,Eligible
131,Driver,1952,Stable,4.1,6,385,0.46,0.12,8,0.2,0,Not Eligible
132,Driver,2013,Stable,4.3,16,557,0.55,0.1,11,0.09,0,Not Eligible
133,Merchant,1748,Seasonal,4.2,5,424,0.44,0.1,8,0.07,0,Not Eligible
134,Driver,1775,Variable,4.6,35,468,0.69,0.12,14,0.23,1,Eligible
135,Driver,1430,Stable,4.4,30,322,0.47,0.22,8,0.25,0,Not Eligible
136,Driver,1399,Seasonal,4.6,17,328,0.45,0.39,8,0.23,0,Not Eligible
137,Merchant,1780,Variable,4.0,1,467,0.48,0.1,10,0.17,0,Not Eligible
138,Driver,1449,Variable,4.5,23,302,0.45,0.16,9,0.24,0,Not Eligible
139,Merchant,1860,Stable,4.1,7,389,0.5,0.1,10,0.17,0,Not Eligible
140,Merchant,1199,Seasonal,3.9,4,296,0.35,0.32,7,0.17,0,Not Eligible
141,Driver,1813,Seasonal,4.7,30,526,0.59,0.1,9,0.0,1,Eligible
142,Driver,1467,Variable,4.7,34,314,0.47,0.33,8,0.25,1,Eligible
143,Merchant,917,Seasonal,5.0,37,247,0.4,0.55,7,0.12,1,Eligible
144,Driver,1699,Stable,4.8,45,346,0.61,0.17,14,0.0,1,Eligible
145,Merchant,1384,Stable,4.5,28,401,0.5,0.16,10,0.14,1,Eligible
146,Merchant,1630,Seasonal,4.4,19,322,0.58,0.1,9,0.04,1,Eligible
147,Driver,2053,Variable,4.0,16,474,0.66,0.1,14,0.18,0,Not Eligible
148,Driver,1146,Variable,4.4,15,360,0.29,0.31,7,0.31,0,Not Eligible
149,Driver,2319,Stable,4.5,39,434,0.9,0.1,15,0.14,1,Eligible
150,Driver,1951,Stable,4.8,37,379,0.62,0.18,10,0.19,1,Eligible
151,Merchant,926,Seasonal,4.5,13,277,0.25,0.62,5,0.08,0,Not Eligible
152,Merchant,1821,Stable,4.3,4,475,0.44,0.1,10,0.31,0,Not Eligible
153,Driver,1991,Stable,3.9,6,396,0.51,0.1,9,0.14,0,Not Eligible
154,Merchant,1725,Stable,4.7,46,472,0.63,0.19,12,0.18,1,Eligible
155,Merchant,1933,Stable,4.5,26,524,0.62,0.2,10,0.21,1,Eligible
156,Driver,1785,Seasonal,4.9,41,444,0.75,0.1,14,0.05,1,Eligible
157,Driver,1099,Variable,4.8,44,318,0.61,0.47,11,0.0,1,Eligible
158,Merchant,917,Seasonal,4.6,31,285,0.32,0.5,6,0.07,0,Not Eligible
159,Driver,2254,Variable,4.3,22,479,0.69,0.1,11,0.14,1,Eligible
160,Driver,1238,Variable,4.7,22,369,0.46,0.46,10,0.19,0,Not Eligible
161,Driver,1335,Variable,4.4,19,371,0.36,0.17,9,0.22,0,Not Eligible
162,Driver,2004,Stable,4.5,18,558,0.56,0.1,13,0.22,1,Eligible
163,Driver,2274,Stable,4.3,15,546,0.65,0.1,11,0.11,1,Eligible
164,Driver,2353,Variable,4.4,31,620,0.68,0.1,12,0.13,1,Eligible
165,Merchant,1786,Seasonal,4.5,40,489,0.75,0.16,15,0.07,1,Eligible
166,Driver,1820,Stable,5.0,46,379,0.69,0.13,13,0.06,1,Eligible
167,Driver,1787,Stable,3.9,1,505,0.36,0.28,7,0.19,0,Not Eligible
168,Driver,2285,Stable,4.7,37,485,0.8,0.1,15,0.09,1,Eligible
169,Driver,1990,Stable,3.8,9,513,0.6,0.13,11,0.41,0,Not Eligible
170,Merchant,971,Seasonal,4.5,28,235,0.32,0.32,7,0.02,0,Not Eligible
171,Driver,1521,Variable,3.7,2,409,0.44,0.3,8,0.34,0,Not Eligible
172,Driver,1366,Stable,4.8,38,411,0.65,0.41,12,0.08,1,Eligible
173,Driver,2418,Seasonal,4.8,30,531,0.71,0.1,14,0.17,1,Eligible
174,Driver,1081,Stable,4.3,34,336,0.54,0.56,10,0.07,0,Not Eligible
175,Merchant,1860,Variable,4.8,39,434,0.69,0.11,14,0.06,1,Eligible
176,Driver,2391,Stable,4.6,30,514,0.85,0.1,15,0.28,1,Eligible
177,Driver,1993,Stable,4.5,15,555,0.55,0.17,9,0.16,1,Not Eligible
178,Driver,1503,Stable,4.0,8,315,0.36,0.32,5,0.14,0,Not Eligible
179,Driver,1604,Stable,4.4,18,419,0.48,0.35,9,0.1,0,Not Eligible
180,Driver,1695,Stable,4.6,26,417,0.51,0.1,8,0.03,1,Eligible
181,Driver,1706,Stable,4.5,14,370,0.43,0.1,8,0.04,0,Not Eligible
182,Merchant,1567,Variable,4.9,37,396,0.62,0.28,14,0.0,1,Eligible
183,Driver,1481,Seasonal,4.2,19,351,0.4,0.35,8,0.3,0,Not Eligible
184,Driver,1104,Stable,4.7,32,272,0.48,0.33,10,0.0,1,Eligible
185,Driver,2425,Stable,4.1,22,520,0.8,0.1,15,0.22,1,Eligible
186,Driver,1380,Variable,4.6,28,290,0.57,0.36,10,0.05,1,Eligible
187,Driver,1137,Stable,4.1,29,277,0.49,0.35,7,0.16,0,Not Eligible
188,Driver,1110,Stable,4.8,41,245,0.43,0.38,6,0.12,1,Eligible
189,Driver,1380,Stable,4.5,22,380,0.45,0.34,10,0.07,0,Not Eligible
190,Driver,2084,Stable,4.3,10,448,0.52,0.1,12,0.18,0,Not Eligible
191,Merchant,880,Stable,4.3,20,229,0.29,0.35,5,0.25,0,Not Eligible
192,Driver,2322,Stable,4.7,20,570,0.66,0.1,11,0.17,1,Eligible
193,Driver,1585,Stable,4.2,10,358,0.48,0.2,11,0.34,0,Not Eligible
194,Driver,1307,Stable,4.4,11,281,0.46,0.24,8,0.29,0,Not Eligible
195,Driver,1045,Stable,4.9,44,311,0.57,0.47,11,0.1,1,Eligible
196,Driver,1005,Seasonal,4.0,6,300,0.31,0.54,4,0.17,0,Not Eligible
197,Driver,1150,Stable,4.3,19,271,0.35,0.36,8,0.17,0,Not Eligible
198,Driver,1337,Stable,4.6,29,363,0.52,0.32,11,0.17,1,Eligible
199,Merchant,1582,Seasonal,4.6,28,470,0.49,0.1,9,0.14,1,Eligible
200,Driver,1706,Seasonal,4.1,6,478,0.38,0.1,7,0.21,0,Not Eligible
201,Merchant,1587,Stable,4.4,24,326,0.53,0.15,8,0.05,1,Not Eligible
202,Driver,2476,Seasonal,4.4,23,616,0.68,0.1,12,0.04,1,Eligible
203,Driver,2029,Stable,4.5,45,507,0.68,0.1,13,0.01,1,Eligible
204,Merchant,1949,Stable,4.4,30,436,0.74,0.1,13,0.11,1,Eligible
205,Driver,2222,Seasonal,4.7,33,574,0.77,0.1,15,0.0,1,Eligible
206,Driver,1019,Seasonal,4.2,11,247,0.24,0.57,2,0.07,0,Not Eligible
207,Driver,2056,Seasonal,5.0,43,563,0.82,0.15,15,0.14,1,Eligible
208,Merchant,1276,Variable,4.1,12,356,0.34,0.3,7,0.19,0,Not Eligible
209,Driver,2332,Stable,4.5,41,651,0.91,0.1,15,0.26,1,Eligible
210,Driver,2071,Variable,5.0,42,560,0.79,0.1,15,0.15,1,Eligible
211,Merchant,1250,Stable,4.3,13,366,0.39,0.31,8,0.24,0,Not Eligible
212,Driver,2253,Variable,4.1,15,613,0.6,0.1,14,0.16,0,Not Eligible
213,Driver,1311,Stable,5.0,35,341,0.5,0.45,12,0.12,1,Eligible
214,Merchant,835,Stable,4.2,15,270,0.39,0.39,9,0.28,0,Not Eligible
215,Driver,1755,Variable,4.5,29,345,0.54,0.1,9,0.08,1,Eligible
216,Driver,1803,Stable,4.5,16,528,0.45,0.1,7,0.15,0,Not Eligible
217,Merchant,1381,Stable,4.7,29,397,0.59,0.39,11,0.22,1,Eligible
218,Driver,1080,Stable,4.6,28,268,0.37,0.56,8,0.03,0,Not Eligible
219,Driver,1119,Seasonal,4.6,34,337,0.43,0.37,7,0.12,0,Not Eligible
220,Driver,1222,Stable,4.0,4,382,0.37,0.38,5,0.18,0,Not Eligible
221,Driver,2448,Variable,4.3,21,640,0.79,0.1,13,0.05,1,Eligible
222,Driver,1684,Stable,4.2,8,447,0.54,0.15,10,0.33,0,Not Eligible
223,Driver,1666,Variable,4.2,43,464,0.72,0.22,13,0.29,1,Eligible
224,Merchant,1954,Stable,4.8,46,548,0.8,0.1,15,0.05,1,Eligible
225,Driver,1632,Stable,4.6,38,360,0.57,0.32,9,0.17,1,Eligible
226,Driver,1795,Stable,4.3,17,351,0.52,0.11,12,0.05,0,Not Eligible
227,Driver,2498,Stable,4.7,33,601,0.89,0.1,15,0.22,1,Eligible
228,Driver,1886,Stable,4.5,33,488,0.67,0.14,14,0.06,1,Eligible
229,Merchant,1546,Seasonal,4.9,41,398,0.59,0.23,9,0.16,1,Eligible
230,Driver,1604,Stable,5.0,40,406,0.69,0.1,13,0.14,1,Eligible
231,Merchant,1508,Variable,5.0,38,440,0.5,0.4,12,0.08,1,Eligible
232,Merchant,1757,Stable,4.3,19,353,0.5,0.28,8,0.07,0,Not Eligible
233,Driver,2145,Stable,4.7,37,594,0.74,0.1,15,0.23,1,Eligible
234,Driver,1298,Stable,4.6,45,392,0.66,0.26,12,0.23,1,Eligible
235,Merchant,1441,Variable,4.9,42,342,0.54,0.23,10,0.2,1,Eligible
236,Driver,1464,Stable,4.7,39,361,0.62,0.14,11,0.05,1,Eligible
237,Driver,2037,Seasonal,4.3,27,403,0.58,0.1,10,0.29,0,Not Eligible
238,Driver,1492,Seasonal,4.2,14,351,0.42,0.18,9,0.15,0,Not Eligible
239,Driver,1841,Variable,4.4,42,431,0.7,0.1,12,0.11,1,Eligible
240,Driver,2372,Stable,4.3,20,525,0.7,0.1,13,0.31,1,Eligible
241,Merchant,858,Variable,4.5,41,268,0.4,0.43,6,0.13,0,Not Eligible
242,Driver,1292,Stable,4.6,45,294,0.6,0.3,10,0.03,1,Eligible
243,Driver,2158,Stable,4.2,14,539,0.66,0.12,15,0.27,0,Not Eligible
244,Driver,2401,Variable,4.3,19,443,0.6,0.1,12,0.16,1,Eligible
245,Driver,2350,Stable,4.8,47,631,0.96,0.1,15,0.2,1,Eligible
246,Merchant,1088,Stable,4.8,39,305,0.51,0.54,10,0.04,1,Eligible
247,Driver,1030,Seasonal,4.1,1,304,0.24,0.3,3,0.11,0,Not Eligible
248,Driver,2245,Stable,4.4,43,569,0.78,0.1,15,0.1,1,Eligible
249,Driver,2353,Variable,4.5,24,458,0.71,0.1,13,0.14,1,Eligible
250,Driver,1507,Variable,4.6,26,312,0.52,0.33,11,0.06,1,Eligible
251,Driver,2010,Stable,4.5,16,405,0.59,0.12,9,0.18,1,Eligible
252,Driver,2105,Variable,4.3,15,416,0.56,0.1,13,0.17,0,Not Eligible
253,Driver,1472,Stable,4.2,12,383,0.52,0.34,12,0.14,0,Not Eligible
254,Driver,1877,Seasonal,5.0,42,429,0.8,0.1,15,0.0,1,Eligible
255,Driver,1077,Stable,4.7,40,281,0.46,0.52,10,0.14,1,Eligible
256,Merchant,1144,Stable,4.2,2,345,0.24,0.28,3,0.28,0,Not Eligible
257,Merchant,1380,Stable,4.8,26,300,0.48,0.31,9,0.2,1,Eligible
258,Driver,1739,Stable,4.1,13,390,0.58,0.12,11,0.3,0,Not Eligible
259,Driver,2445,Seasonal,5.0,34,516,0.82,0.1,15,0.0,1,Eligible
260,Driver,1409,Seasonal,4.4,23,301,0.53,0.37,9,0.28,0,Not Eligible
261,Merchant,1469,Stable,4.7,28,442,0.5,0.33,11,0.0,1,Eligible
262,Driver,1732,Variable,4.1,20,423,0.57,0.31,10,0.16,0,Not Eligible
263,Driver,1428,Stable,4.9,38,397,0.59,0.34,13,0.15,1,Eligible
264,Driver,2154,Stable,4.3,30,550,0.65,0.1,15,0.18,1,Eligible
265,Driver,1194,Stable,4.0,6,302,0.27,0.24,6,0.27,0,Not Eligible
266,Driver,1086,Stable,4.4,25,331,0.39,0.56,8,0.03,0,Not Eligible
267,Driver,1911,Seasonal,4.1,8,383,0.42,0.1,6,0.19,0,Not Eligible
268,Merchant,1837,Seasonal,3.8,5,459,0.42,0.2,10,0.15,0,Not Eligible
269,Driver,2124,Stable,4.5,29,520,0.67,0.1,15,0.03,1,Eligible
270,Driver,2402,Stable,4.9,21,655,0.8,0.1,15,0.12,1,Eligible
271,Merchant,1443,Stable,4.2,7,383,0.43,0.4,9,0.34,0,Not Eligible
272,Driver,1002,Seasonal,4.6,37,290,0.41,0.37,6,0.26,0,Not Eligible
273,Driver,2315,Stable,4.4,42,437,0.79,0.1,13,0.26,1,Eligible
274,Merchant,1928,Stable,5.0,44,452,0.75,0.18,13,0.08,1,Eligible
275,Driver,1795,Variable,4.3,7,402,0.55,0.25,11,0.1,0,Not Eligible
276,Driver,2400,Stable,3.7,2,559,0.6,0.1,14,0.18,0,Not Eligible
277,Driver,2008,Stable,4.7,34,479,0.6,0.1,13,0.13,1,Eligible
278,Merchant,1270,Variable,4.6,28,360,0.57,0.42,12,0.25,1,Eligible
279,Driver,2130,Variable,4.5,23,579,0.66,0.1,13,0.19,1,Eligible
280,Merchant,1884,Stable,4.3,20,398,0.65,0.2,13,0.33,0,Not Eligible
281,Driver,1481,Seasonal,4.2,13,419,0.46,0.15,7,0.28,0,Not Eligible
282,Driver,1491,Stable,4.8,29,383,0.57,0.2,13,0.12,1,Eligible
283,Driver,2416,Stable,4.5,41,471,0.74,0.1,15,0.08,1,Eligible
284,Driver,2051,Stable,4.5,28,397,0.57,0.1,12,0.29,1,Eligible
285,Driver,1642,Stable,4.3,20,336,0.52,0.29,12,0.17,0,Not Eligible
286,Merchant,1406,Stable,4.1,9,386,0.43,0.33,6,0.32,0,Not Eligible
287,Driver,1887,Stable,4.0,5,510,0.49,0.1,7,0.13,0,Not Eligible
288,Driver,1542,Stable,5.0,47,330,0.71,0.1,12,0.0,1,Eligible
289,Driver,1169,Stable,4.2,13,283,0.3,0.5,4,0.13,0,Not Eligible
290,Driver,1530,Variable,3.9,8,310,0.32,0.22,7,0.17,0,Not Eligible
291,Driver,2319,Stable,4.1,32,631,0.8,0.1,15,0.36,1,Eligible
292,Driver,1850,Stable,4.3,16,416,0.59,0.17,9,0.26,0,Not Eligible
293,Merchant,1412,Stable,4.6,37,310,0.57,0.27,9,0.22,1,Eligible
294,Merchant,1787,Seasonal,4.5,18,358,0.63,0.26,12,0.07,1,Eligible
295,Driver,2332,Stable,4.7,36,587,0.87,0.1,15,0.02,1,Eligible
296,Driver,1939,Stable,4.4,29,440,0.73,0.11,15,0.06,1,Eligible
297,Merchant,1984,Seasonal,4.7,43,544,0.83,0.1,15,0.0,1,Eligible
298,Driver,1018,Stable,3.8,1,263,0.24,0.29,5,0.29,0,Not Eligible
299,Driver,1806,Seasonal,4.4,39,427,0.63,0.21,14,0.02,1,Eligible
300,Driver,1246,Stable,4.0,12,336,0.37,0.45,7,0.24,0,Not Eligible
301,Driver,1761,Variable,4.5,12,415,0.51,0.13,8,0.3,0,Not Eligible
302,Merchant,1653,Variable,4.1,18,430,0.42,0.25,10,0.21,0,Not Eligible
